,-1,0,1,mean_reversion,position
"(0, 0, 0, 1, 0, 0)",0.0,0.0,0.0,0,-1
"(0, 0, 0, 1, 1, 0)",0.0,0.0,0.0,1,-1
"(0, 0, 0, 1, 1, 1)",0.0,0.0,0.0,0,-1
"(0, 0, 1, 0, 0, 0)",0.0,0.0,0.0,0,-1
"(0, 1, 1, 0, 0, 0)",0.0,0.0,0.0,-1,-1
"(1, 1, 1, 0, 0, 0)",0.0,0.0,0.0,0,-1
"(0, 0, 0, 0, 0, 0)",0.0,0.0,0.0,0,-1
